Conference,Year,Title,DOI,Link,FirstPage,LastPage,PaperType,Abstract,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount_02-2020,AminerCitationCount_06-2020,XploreCitationCount - 2020-01,PubsCited,Award,pdf_local
InfoVis,2018,A Declarative Rendering Model for Multiclass Density Maps,10.1109/TVCG.2018.2865141,http://dx.doi.org/10.1109/TVCG.2018.2865141,470,480,J,"Multiclass maps are scatterplots, multidimensional projections, or thematic geographic maps where data points have a categorical attribute in addition to two quantitative attributes. This categorical attribute is often rendered using shape or color, which does not scale when overplotting occurs. When the number of data points increases, multiclass maps must resort to data aggregation to remain readable. We present multiclass density maps: multiple 2D histograms computed for each of the category values. Multiclass density maps are meant as a building block to improve the expressiveness and scalability of multiclass map visualization. In this article, we first present a short survey of aggregated multiclass maps, mainly from cartography. We then introduce a declarative model-a simple yet expressive JSON grammar associated with visual semantics-that specifies a wide design space of visualizations for multiclass density maps. Our declarative model is expressive and can be efficiently implemented in visualization front-ends such as modern web browsers. Furthermore, it can be reconfigured dynamically to support data exploration tasks without recomputing the raw data. Finally, we demonstrate how our model can be used to reproduce examples from the past and support exploring data at scale.",Jaemin Jo;Frédéric Vernier;Pierre Dragicevic;Jean-Daniel Fekete,Jaemin Jo;Frédéric Vernier;Pierre Dragicevic;Jean-Daniel Fekete,"Seoul National University, Republic of Korea;LIMSICNRSUniv. Paris-SudUniversité Paris-Saclay;Inria;Inria",10.1109/TVCG.2011.185;10.1109/INFVIS.2002.1173156;10.1109/TVCG.2017.2744199;10.1109/TVCG.2007.70623;10.1109/TVCG.2013.179;10.1109/TVCG.2013.130;10.1109/TVCG.2017.2744184;10.1109/TVCG.2016.2599030;10.1109/TVCG.2011.197;10.1109/VISUAL.1993.398863;10.1109/TVCG.2009.175,"Scalability,multiclass scatterplots,density maps,aggregation,declarative specification,visualization grammar",nan,5.0,5.0,54.0,nan,papers/infovis-tvcg/470_jo.pdf
InfoVis,2018,DimReader: Axis lines that explain non-linear projections,10.1109/TVCG.2018.2865194,http://dx.doi.org/10.1109/TVCG.2018.2865194,481,490,J,"Non-linear dimensionality reduction (NDR) methods such as LLE and t-SNE are popular with visualization researchers and experienced data analysts, but present serious problems of interpretation. In this paper, we present DimReader, a technique that recovers readable axes from such techniques. DimReader is based on analyzing infinitesimal perturbations of the dataset with respect to variables of interest. The perturbations define exactly how we want to change each point in the original dataset and we measure the effect that these changes have on the projection. The recovered axes are in direct analogy with the axis lines (grid lines) of traditional scatterplots. We also present methods for discovering perturbations on the input data that change the projection the most. The calculation of the perturbations is efficient and easily integrated into programs written in modern programming languages. We present results of DimReader on a variety of NDR methods and datasets both synthetic and real-life, and show how it can be used to compare different NDR methods. Finally, we discuss limitations of our proposal and situations where further research is needed.",Rebecca Faust;David Glickenstein;Carlos Scheidegger,Rebecca Faust;David Glickenstein;Carlos Scheidegger,University of Arizona;University of Arizona;University of Arizona,10.1109/TVCG.2014.2346984;10.1109/TVCG.2014.2346431;10.1109/TVCG.2013.124;10.1109/VISUAL.1996.567787;10.1109/VAST.2010.5652460;10.1109/TVCG.2015.2467552;10.1109/VAST.2011.6102449;10.1109/TVCG.2013.157;10.1109/TVCG.2011.220;10.1109/TVCG.2014.2346325;10.1109/INFVIS.2002.1173161;10.1109/TVCG.2016.2598495;10.1109/TVCG.2013.153;10.1109/TVCG.2015.2467717,"Non-linear dimensionality reduction,auto-differentiation",0.0,0.0,1.0,52.0,nan,papers/infovis-tvcg/481_faust.pdf
SciVis,2018,Recirculation Surfaces for Flow Visualization,10.1109/TVCG.2018.2864813,http://dx.doi.org/10.1109/TVCG.2018.2864813,946,955,J,"We present a formal approach to the visual analysis of recirculation in flows by introducing recirculation surfaces for 3D unsteady flow fields. Recirculation surfaces are the loci where massless particle integration returns to its starting point after some variable, finite integration. We give a rigorous definition of recirculation surfaces as 2-manifolds embedded in 5D space and study their properties. Based on this we construct an algorithm for their extraction, which searches for intersections of a recirculation surface with lines defined in 3D. This reduces the problem to a repeated search for critical points in 3D vector fields. We provide a uniform sampling of the search space paired with a surface reconstruction and visualize results. This way, we present the first algorithm for a comprehensive feature extraction in the 5D flow map of a 3D flow. The problem of finding isolated closed orbits in steady vector fields occurs as a special case of recirculation surfaces. This includes isolated closed orbits with saddle behavior. We show recirculation surfaces for a number of artificial and real flow data sets.",Thomas Wilde;Christian Rossi;Holger Theisel,Thomas Wilde;Christian Rössi;Holger Theisel,Visual Computing groupUniversity of Magdeburg;Visual Computing groupUniversity of Magdeburg;Visual Computing groupUniversity of Magdeburg,10.1109/VISUAL.2004.107;10.1109/TVCG.2009.177;10.1109/VISUAL.2004.59;10.1109/VISUAL.2002.1183786;10.1109/TVCG.2008.163,"Flow visualization,recirculation,unsteady flow",0.0,2.0,1.0,41.0,nan,papers/scivis-tvcg/946_wilde.pdf
SciVis,2018,Objective Vortex Corelines of Finite-sized Objects in Fluid Flows,10.1109/TVCG.2018.2864828,http://dx.doi.org/10.1109/TVCG.2018.2864828,956,966,J,"Vortices are one of the most-frequently studied phenomena in fluid flows. The center of the rotating motion is called the vortex coreline and its successful detection strongly depends on the choice of the reference frame. The optimal frame moves with the center of the vortex, which incidentally makes the observed fluid flow steady and thus standard vortex coreline extractors such as Sujudi-Haimes become applicable. Recently, an objective optimization framework was proposed that determines a near-steady reference frame for tracer particles. In this paper, we extend this technique to the detection of vortex corelines of inertial particles. An inertial particle is a finite-sized object that is carried by a fluid flow. In contrast to the usual tracer particles, they do not move tangentially with the flow, since they are subject to gravity and exhibit mass-dependent inertia. Their particle state is determined by their position and own velocity, which makes the search for the optimal frame a high-dimensional problem. We demonstrate in this paper that the objective detection of an inertial vortex coreline can be reduced in 2D to a critical point search in 2D. For 3D flows, however, the vortex coreline criterion remains a parallel vectors condition in 6D. To detect the vortex corelines we propose a recursive subdivision approach that is tailored to the underlying structure of the 6D vectors. The resulting algorithm is objective, and we demonstrate the vortex coreline extraction in a number of 2D and 3D vector fields.",Tobias Günther;Holger Theisel,Tobias Günther;Holger Theisel,Computer Graphics LaboratoryETH Zürich;Visual Computing GroupUniversity of Magdeburg,10.1109/VISUAL.1991.175773;10.1109/TVCG.2015.2467200;10.1109/TVCG.2014.2346415;10.1109/TVCG.2016.2599016;10.1109/VISUAL.1997.663910;10.1109/VISUAL.1999.809896;10.1109/VISUAL.1998.745296;10.1109/TVCG.2016.2599018;10.1109/VISUAL.2005.1532851;10.1109/TVCG.2007.70545,"Vortex extraction,inertial particles,objectivity,vortex coreline",nan,3.0,0.0,81.0,nan,papers/scivis-tvcg/956_guenther.pdf
VAST,2018,Visual Abstraction of Large Scale Geospatial Origin-Destination Movement Data,10.1109/TVCG.2018.2864503,http://dx.doi.org/10.1109/TVCG.2018.2864503,43,53,J,"A variety of human movement datasets are represented in an Origin-Destination(OD) form, such as taxi trips, mobile phone locations, etc. As a commonly-used method to visualize OD data, flow map always fails to discover patterns of human mobility, due to massive intersections and occlusions of lines on a 2D geographical map. A large number of techniques have been proposed to reduce visual clutter of flow maps, such as filtering, clustering and edge bundling, but the correlations of OD flows are often neglected, which makes the simplified OD flow map present little semantic information. In this paper, a characterization of OD flows is established based on an analogy between OD flows and natural language processing (NPL) terms. Then, an iterative multi-objective sampling scheme is designed to select OD flows in a vectorized representation space. To enhance the readability of sampled OD flows, a set of meaningful visual encodings are designed to present the interactions of OD flows. We design and implement a visual exploration system that supports visual inspection and quantitative evaluation from a variety of perspectives. Case studies based on real-world datasets and interviews with domain experts have demonstrated the effectiveness of our system in reducing the visual clutter and enhancing correlations of OD flows.",Zhiguang Zhou;Linhao Meng;Cheng Tang;Ying Zhao 0001;Zhiyong Guo;Miaoxin Hu;Wei Chen 0001,Zhiguang Zhou;Linhao Meng;Cheng Tang;Ying Zhao;Zhiyong Guo;Miaoxin Hu;Wei Chen,School of InformationZhejiang University of Finance and Economics;State Key Lab of CAD & CGZhejiang University;Information SchoolZhejiang Sci-tech University;Central South University;School of InformationZhejiang University of Finance and Economics;School of InformationZhejiang University of Finance and Economics;State Key Lab of CAD & CGZhejiang University,10.1109/TVCG.2017.2744322;10.1109/TVCG.2016.2598667;10.1109/TVCG.2011.202;10.1109/TVCG.2014.2346594;10.1109/TVCG.2008.135;10.1109/TVCG.2011.233;10.1109/TVCG.2013.226;10.1109/TVCG.2009.143;10.1109/TVCG.2014.2346271;10.1109/TVCG.2016.2598432;10.1109/TVCG.2013.196;10.1109/INFVIS.2005.1532150;10.1109/TVCG.2015.2467691;10.1109/TVCG.2014.2346746;10.1109/TVCG.2016.2598885,"Visual abstraction,human mobility,origin-destination,flow map,representation learning",0.0,12.0,12.0,51.0,nan,papers/vast-tvcg/43_zhou.pdf
VAST,2018,Analysis of Flight Variability: a Systematic Approach,10.1109/TVCG.2018.2864811,http://dx.doi.org/10.1109/TVCG.2018.2864811,54,64,J,"In movement data analysis, there exists a problem of comparing multiple trajectories of moving objects to common or distinct reference trajectories. We introduce a general conceptual framework for comparative analysis of trajectories and an analytical procedure, which consists of (1) finding corresponding points in pairs of trajectories, (2) computation of pairwise difference measures, and (3) interactive visual analysis of the distributions of the differences with respect to space, time, set of moving objects, trajectory structures, and spatio-temporal context. We propose a combination of visualisation, interaction, and data transformation techniques supporting the analysis and demonstrate the use of our approach for solving a challenging problem from the aviation domain.",Natalia V. Andrienko;Gennady L. Andrienko;Jose Manuel Cordero Garcia;David Scarlatti,Natalia Andrienko;Gennady Andrienko;Jose Manuel Cordero Garcia;David Scarlatti,"Fraunhofer IAISCity, University of London;Fraunhofer IAISCity, University of London;CRIDA (Reference Center for Research, Development and Innovation in ATM);Boeing Research & Development Europe",10.1109/VAST.2008.4677356;10.1109/VAST.2010.5653580;10.1109/TVCG.2017.2744322;10.1109/TVCG.2013.193;10.1109/TVCG.2015.2467851;10.1109/TVCG.2011.233;10.1109/TVCG.2012.265;10.1109/TVCG.2015.2468078,"Visual analytics,movement data,flight trajectories",0.0,5.0,2.0,55.0,nan,papers/vast-tvcg/54_andrienko.pdf
VAST,2018,ForVizor: Visualizing Spatio-Temporal Team Formations in Soccer,10.1109/TVCG.2018.2865041,http://dx.doi.org/10.1109/TVCG.2018.2865041,65,75,J,"Regarded as a high-level tactic in soccer, a team formation assigns players different tasks and indicates their active regions on the pitch, thereby influencing the team performance significantly. Analysis of formations in soccer has become particularly indispensable for soccer analysts. However, formations of a team are intrinsically time-varying and contain inherent spatial information. The spatio-temporal nature of formations and other characteristics of soccer data, such as multivariate features, make analysis of formations in soccer a challenging problem. In this study, we closely worked with domain experts to characterize domain problems of formation analysis in soccer and formulated several design goals. We design a novel spatio-temporal visual representation of changes in team formation, allowing analysts to visually analyze the evolution of formations and track the spatial flow of players within formations over time. Based on the new design, we further design and develop ForVizor, a visual analytics system, which empowers users to track the spatio-temporal changes in formation and understand how and why such changes occur. With ForVizor, domain experts conduct formation analysis of two games. Analysis results with insights and useful feedback are summarized in two case studies.",Yingcai Wu;Xiao Xie;Jiachen Wang;Dazhen Deng;Hongye Liang;Hui Zhang;Shoubin Cheng;Wei Chen 0001,Yingcai Wu;Xiao Xie;Jiachen Wang;Dazhen Deng;Hongye Liang;Hui Zhang;Shoubin Cheng;Wei Chen,State Key Lab of CAD&CGZhejiang University;State Key Lab of CAD&CGZhejiang University;State Key Lab of CAD&CGZhejiang University;State Key Lab of CAD&CGZhejiang University;State Key Lab of CAD&CGZhejiang University;Department of Sport ScienceZhejiang University;Department of Sport ScienceZhejiang University;State Key Lab of CAD&CGZhejiang University,10.1109/VAST.2008.4677356;10.1109/TVCG.2011.239;10.1109/TVCG.2014.2346433;10.1109/VAST.2014.7042477;10.1109/TVCG.2018.2865018;10.1109/TVCG.2016.2598831;10.1109/TVCG.2013.192;10.1109/TVCG.2014.2346445;10.1109/TVCG.2017.2745181;10.1109/TVCG.2017.2744218,"Soccer data,formation analysis,spatio-temporal visualization",0.0,11.0,5.0,48.0,nan,papers/vast-tvcg/65_wu.pdf
VAST,2018,MotionRugs: Visualizing Collective Trends in Space and Time,10.1109/TVCG.2018.2865049,http://dx.doi.org/10.1109/TVCG.2018.2865049,76,86,J,"Understanding the movement patterns of collectives, such as flocks of birds or fish swarms, is an interesting open research question. The collectives are driven by mutual objectives or react to individual direction changes and external influence factors and stimuli. The challenge in visualizing collective movement data is to show space and time of hundreds of movements at the same time to enable the detection of spatiotemporal patterns. In this paper, we propose MotionRugs, a novel space efficient technique for visualizing moving groups of entities. Building upon established space-partitioning strategies, our approach reduces the spatial dimensions in each time step to a one-dimensional ordered representation of the individual entities. By design, MotionRugs provides an overlap-free, compact overview of the development of group movements over time and thus, enables analysts to visually identify and explore group-specific temporal patterns. We demonstrate the usefulness of our approach in the field of fish swarm analysis and report on initial feedback of domain experts from the field of collective behavior.",Juri Buchmüller;Dominik Jäckle;Eren Cakmak;Ulrik Brandes;Daniel A. Keim,Juri Buchmüller;Dominik Jäckle;Eren Cakmak;Ulrik Brandes;Daniel A. Keim,"University of Konstanz, Germany;University of Konstanz, Germany;University of Konstanz, Germany;ETH Zurich, Switzerland;University of Konstanz, Germany",10.1109/TVCG.2013.193;10.1109/TVCG.2011.226;10.1109/VAST.2009.5332593;10.1109/TVCG.2009.145;10.1109/VAST.2014.7042477;10.1109/TVCG.2006.193;10.1109/TVCG.2013.192;10.1109/TVCG.2008.125;10.1109/TVCG.2012.265,"Spatio-Temporal Visualization,Spatial Abstraction,Spatial Index Structures,Collective Movement",0.0,5.0,4.0,54.0,nan,papers/vast-tvcg/76_buchmuller.pdf
VAST,2018,Identification of Temporally Varying Areas of Interest in Long-Duration Eye-Tracking Data Sets,10.1109/TVCG.2018.2865042,http://dx.doi.org/10.1109/TVCG.2018.2865042,87,97,J,"Eye-tracking has become an invaluable tool for the analysis of working practices in many technological fields of activity. Typically studies focus on short tasks and use static expected areas of interest (AoI) in the display to explore subjects' behaviour, making the analyst's task quite straightforward. In long-duration studies, where the observations may last several hours over a complete work session, the AoIs may change over time in response to altering workload, emergencies or other variables making the analysis more difficult. This work puts forward a novel method to automatically identify spatial AoIs changing over time through a combination of clustering and cluster merging in the temporal domain. A visual analysis system based on the proposed methods is also presented. Finally, we illustrate our approach within the domain of air traffic control, a complex task sensitive to prevailing conditions over long durations, though it is applicable to other domains such as monitoring of complex systems.",Prithiviraj K. Muthumanickam;Katerina Vrotsou;Aida Nordman;Jimmy Johansson;Matthew D. Cooper,Prithiviraj K. Muthumanickam;Katerina Vrotsou;Aida Nordman;Jimmy Johansson;Matthew Cooper,Linköping University;Linköping University;Linköping University;Linköping University;Linköping University,10.1109/TVCG.2012.276;10.1109/TVCG.2015.2468091;10.1109/TVCG.2016.2598695;10.1109/TVCG.2013.194;10.1109/TVCG.2017.2743939;10.1109/TVCG.2009.117,"Eye-tracking data,areas of interest,clustering,minimum spanning tree,temporal data,spatio-temporal data",0.0,4.0,2.0,49.0,nan,papers/vast-tvcg/87_muthumanickam.pdf
InfoVis,2018,A Heuristic Approach to Value-Driven Evaluation of Visualizations,10.1109/TVCG.2018.2865146,http://dx.doi.org/10.1109/TVCG.2018.2865146,491,500,J,"Recently, an approach for determining the value of a visualization was proposed, one moving beyond simple measurements of task accuracy and speed. The value equation contains components for the time savings a visualization provides, the insights and insightful questions it spurs, the overall essence of the data it conveys, and the confidence about the data and its domain it inspires. This articulation of value is purely descriptive, however, providing no actionable method of assessing a visualization's value. In this work, we create a heuristic-based evaluation methodology to accompany the value equation for assessing interactive visualizations. We refer to the methodology colloquially as ICE-T, based on an anagram of the four value components. Our approach breaks the four components down into guidelines, each of which is made up of a small set of low-level heuristics. Evaluators who have knowledge of visualization design principles then assess the visualization with respect to the heuristics. We conducted an initial trial of the methodology on three interactive visualizations of the same data set, each evaluated by 15 visualization experts. We found that the methodology showed promise, obtaining consistent ratings across the three visualizations and mirroring judgments of the utility of the visualizations by instructors of the course in which they were developed.",Emily Wall;Meeshu Agnihotri;Laura E. Matzen;Kristin Divis;Michael J. Haass;Alex Endert;John T. Stasko,Emily Wall;Meeshu Agnihotri;Laura Matzen;Kristin Divis;Michael Haass;Alex Endert;John Stasko,"Georgia Institute of Technology, Atlanta, GA, USA;Georgia Institute of Technology, Atlanta, GA, USA;Sandia National Laboratories, Albuquerque, NM, USA;Sandia National Laboratories, Albuquerque, NM, USA;Sandia National Laboratories, Albuquerque, NM, USA;Georgia Institute of Technology, Atlanta, GA, USA;Georgia Institute of Technology, Atlanta, GA, USA",10.1109/INFVIS.2001.963289;10.1109/VISUAL.2003.1250401,"Visualization evaluation,heuristics,value of visualization",0.0,2.0,2.0,35.0,nan,papers/infovis-tvcg/491_wall.pdf
InfoVis,2018,Patterns and Pace: Quantifying Diverse Exploration Behavior with Visualizations on the Web,10.1109/TVCG.2018.2865117,http://dx.doi.org/10.1109/TVCG.2018.2865117,501,511,J,"The diverse and vibrant ecosystem of interactive visualizations on the web presents an opportunity for researchers and practitioners to observe and analyze how everyday people interact with data visualizations. However, existing metrics of visualization interaction behavior used in research do not fully reveal the breadth of peoples' open-ended explorations with visualizations. One possible way to address this challenge is to determine high-level goals for visualization interaction metrics, and infer corresponding features from user interaction data that characterize different aspects of peoples' explorations of visualizations. In this paper, we identify needs for visualization behavior measurement, and develop corresponding candidate features that can be inferred from users' interaction data. We then propose metrics that capture novel aspects of peoples' open-ended explorations, including exploration uniqueness and exploration pacing. We evaluate these metrics along with four other metrics recently proposed in visualization literature by applying them to interaction data from prior visualization studies. The results of these evaluations suggest that these new metrics 1) reveal new characteristics of peoples' use of visualizations, 2) can be used to evaluate statistical differences between visualization designs, and 3) are statistically independent of prior metrics used in visualization research. We discuss implications of these results for future studies, including the potential for applying these metrics in visualization interaction analysis, as well as emerging challenges in developing and selecting metrics depicting visualization explorations.",Mi Feng;Evan M. Peck;Lane Harrison,Mi Feng;Evan Peck;Lane Harrison,Worcester Polytechnic Institute;Bucknell University;Worcester Polytechnic Institute,10.1109/TVCG.2011.229;10.1109/TVCG.2015.2467871;10.1109/TVCG.2015.2467201;10.1109/TVCG.2014.2346575;10.1109/VAST.2007.4389009;10.1109/TVCG.2016.2599058;10.1109/TVCG.2015.2467613;10.1109/TVCG.2008.137;10.1109/VAST.2007.4389008;10.1109/TVCG.2014.2346452;10.1109/TVCG.2016.2598797;10.1109/TVCG.2013.200;10.1109/TVCG.2016.2598466;10.1109/VAST.2017.8585669;10.1109/TVCG.2017.2745958;10.1109/TVCG.2007.70515,"Interaction,Visualization,Quantitative Evaluation",0.0,0.0,2.0,46.0,nan,papers/infovis-tvcg/501_feng.pdf
